conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Palauan,Palauan,SrvBOH_Palauan_v1r0,5,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Samoan,Samoan,SrvBOH_Samoan_v1r0,6,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Tahitian,Tahitian,SrvBOH_Tahitian_v1r0,7,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Tongan,Tongan,SrvBOH_Tongan_v1r0,8,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Other |__|,None of these fully describe me. Please describe,SrvBOH_NoneRE7_v1r0,55,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,9/23/21,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,None of these Native Hawaiian or other Pacific Islander categories fully describe me. Please describe [text box],None of these fully describe me. Please describe [text box],SrvBOH_NoneDescribeRE7_v1r0,RACEETH7_TB,Char,300,,N/A,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,9/14/21,Optional Select All that Apply,RACEETH7
,Survey,,Background and Overall Health,,"Native Hawaiian or other Pacific Islander - Which categories describe you? Select all that apply. Note, you may select more than one group.",,Declined,Prefer not to answer,SrvBOH_PrefNoAnsRE7_v1r0,99,Num,1,,0=No,,,No,No,Only display if RACEETH = Native Hawaiian or other Pacific Islander,,,,,9/23/21,Optional Select All that Apply,RACEETH7
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Dutch,Dutch,SrvBOH_Dutch_v1r0,0,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,English,English,SrvBOH_English_v1r0,1,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,European,European,SrvBOH_European_v1r0,2,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,French,French,SrvBOH_French_v1r0,3,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,German,German,SrvBOH_German_v1r0,4,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Irish,Irish,SrvBOH_Irish_v1r0,5,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Italian,Italian,SrvBOH_Italian_v1r0,6,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Norwegian,Norwegian,SrvBOH_Norwegian_v1r0,7,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Polish,Polish,SrvBOH_Polish_v1r0,8,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Scottish,Scottish,SrvBOH_Scottish_v1r0,9,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Spanish,Spanish,SrvBOH_Spanish2_v1r0,10,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Other |__|,None of these fully describe me. Please describe,SrvBOH_NoneRE8_v1r0,55,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,9/23/21,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,None of these White categories fully describe me. Please describe [text box],None of these fully describe me. Please describe [text box],SrvBOH_NoneDescribeRE8_v1r0,RACEETH8_TB,Char,300,,N/A,,,No,No,Only display if RACEETH = White,,,,,9/14/21,Optional Select All that Apply,RACEETH8
,Survey,,Background and Overall Health,,"White- Which categories describe you? Select all that apply. Note, you may select more than one group.",,Declined,Prefer not to answer,SrvBOH_PrefNoAnsRE8_v1r0,99,Num,1,,0=No,,,No,No,Only display if RACEETH = White,,,,,9/23/21,Optional Select All that Apply,RACEETH8
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,English,English,SrvBOH_EnglishLang_v1r0,0,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Spanish,Spanish,SrvBOH_SpanishLang_v1r0,1,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Spanish Creole,Spanish Creole,SrvBOH_SCLang_v1r0,2,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,French,French,SrvBOH_FrenchLang_v1r0,3,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,French Creole,French Creole,SrvBOH_FCLang_v1r0,4,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Italian,Italian,SrvBOH_ItalianLang_v1r0,5,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Portuguese,Portuguese,SrvBOH_PortLang_v1r0,6,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,German,German,SrvBOH_GermanLang_v1r0,7,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Russian,Russian,SrvBOH_RussianLang_v1r0,8,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Polish,Polish,SrvBOH_PolishLang_v1r0,9,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Hindi,Hindi,SrvBOH_HindiLang_v1r0,10,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Chinese,Chinese,SrvBOH_ChineseLang_v1r0,11,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Korean,Korean,SrvBOH_KoreanLang_v1r0,12,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Vietnamese,Vietnamese,SrvBOH_VietLang_v1r0,13,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Tagalog,Tagalog,SrvBOH_TagalogLang_v1r0,14,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Ilocano,Ilocano,SrvBOH_IlocanoLang_v1r0,15,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Japanese,Japanese,SrvBOH_JapanLang_v1r0,16,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Arabic,Arabic,SrvBOH_ArabicLang_v1r0,17,Num,1,,0=No,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Other |__|,Other language(s): Please describe,SrvBOH_OtherLang_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,Optional Select All that Apply,LANG
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,"When you were a child, what language(s) did you first learn at home? Select all that apply",,Other language(s): Please describe[text box],Other language(s): Please describe[text box],SrvBOH_OtherLangDesc_v1r0,LANG_TB,Char,300,,N/A,,,No,No,,,,,,9/14/21,Optional Select All that Apply,LANG
,Survey,,Background and Overall Health,,,,What was your biological sex assigned at birth?,Sex at birth,SrvBOH_SexAtBirth_v1r0,SEX,Num,2,,0 = Female,,1 = Female,Yes,No,,,,,,12/21/21,Required Multiple Choice,
,,,,,,,,,,,,,,1 = Male,,2 = Male,,,,,,,,,,
,,,,,,,,,,,,,,2 = Intersex or other,,3 = Intersex or other,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Penis,Penis,SrvBOH_Penis_v1r0,0,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Testes,Testes,SrvBOH_Testes_v1r0,1,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Prostate gland,Prostate gland,SrvBOH_Prostate_v1r0,2,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,12/27/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Vagina,Vagina,SrvBOH_Vagina_v1r0,3,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Cervix,Cervix,SrvBOH_Cervix_v1r0,4,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Uterus,Uterus,SrvBOH_Uterus_v1r0,5,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Ovaries,Ovaries,SrvBOH_Ovaries_v1r0,6,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Please select the body parts that you were born with.,,Fallopian Tubes,Fallopian Tubes,SrvBOH_FallTube_v1r0,7,Num,1,,0=No,,,No,No,Only display if SEX=Intersex or other,,,,,9/17/21,Required Select All that Apply,SEX2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Gender - Do you think of yourself as:,,Gender-Do you think of yourself as:,Gender,SrvBOH_Gender_v1r0,GEN,Num,2,,0 = Female,,1 = Male,No,No,,,,,,9/23/21,Optional Multiple Choice with Text Box (text in text box),GEN
,,,,,,,,,,,,,,1 = Male,,2 = Female,,,,,,,,,,
,,,,,,,,,,,,,,2 = Transgender Male/Trans Man/Female-to-Male (FTM),,3 = Transgender Male/Trans Man/Female-to-Male (FTM) ,,,,,,,,,,
,,,,,,,,,,,,,,3 = Transgender Female/Trans Woman/Male-to-Female (MTF),,4 = Transgender Female/Trans Woman/Male-to-Female (MTF) ,,,,,,,,,,
,,,,,,,,,,,,,,"4 = Genderqueer, not exclusively male or female",,"5 = Genderqueer, not exclusively male or female ",,,,,,,,,,
,,,,,,,,,,,,,,55 = Other |__|,,6 = Additional gender category: Please describe [text box] ,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,99 = Prefer not to answer,,,,,,,,,,
