conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,Survey,,Where You Live and Work,,Address 7-Please provide the following information: ,,6-Previous State/Province - Follow-up,State/Province,SrvLAW_State6FollowUp_v1r0,ST6_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_7
,Survey,,Where You Live and Work,,Address 7-Please provide the following information: ,,6-Previous Zip code - Follow-up,Zip code,SrvLAW_Zip6FollowUp_v1r0,ZIP6_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_7
,Survey,,Where You Live and Work,,Address 7-Please provide the following information: ,,6-Previous Country - Follow-up,Country ,SrvLAW_Country6FU_v1r0,COUNTRY6_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_7
,Survey,,Where You Live and Work,,Address 7-Please provide the following information: ,,Address 7-Please provide the following information: ,Do Not Know 6-Previous,SrvLAW_Prev6DontKnow_v1r0,HOMEADD2_7,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD2_7
,Survey,,Where You Live and Work,,Address 7-Please provide the cross streets of the intersection closest to this address:,,6-Previous Full Street name #1 ,Full Street name #1 ,SrvLAW_StrName7_v1r0,STRNAME7,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_7
,Survey,,Where You Live and Work,,Address 7-Please provide the cross streets of the intersection closest to this address:,,6-Previous Full Street name #2,Full Street name #2,SrvLAW_StrtName7_v1r0,STRTNAME7,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_7
,Survey,,Where You Live and Work,,Address 7-Please provide the cross streets of the intersection closest to this address:,,Address 7-Please provide the cross streets of the intersection closest to this address:,Do Not Know 6-Previous Cross,SrvLAW_Prev6CrDontKnow_v1r0,HOMEADD3_7,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD3_7
,Survey,,Where You Live and Work,,,,"6-Previous Review 7- Within the past 20 years, have you lived anywhere else for at least two years ?",Lived anywhere else at least two years,SrvLAW_HomeAddOth7_v1r0,HOMEADDOTH7,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7-Previous Street number,Street number,SrvLAW_StNum7_v1r0,STNUM7,Num,6,,,,,No,Yes,,,,,,2/3/22,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7-Previous Full Street name,Full Street name,SrvLAW_FullSt7_v1r0,FULLST7,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,"7-Previous Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_Apt7_v1r0,APT7,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7-Previous City ,City ,SrvLAW_City7_v1r0,CITY7,Char,45,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7-Previous State/Province,State/Province,SrvLAW_State7_v1r0,ST7,Char,48,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7-Previous Zip code,Zip code,SrvLAW_Zip7_v1r0,ZIP7,Num,5,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,7=Previous Country ,Country ,SrvLAW_Country7_v1r0,COUNTRY7,Char,300,,,,,No,Yes,,,,,,,,HOMEADD1_8
,Survey,,Where You Live and Work,,Address 8-Please provide the following information: ,,7-Previous City - Follow-up,City ,SrvLAW_City7FollowUp_v1r0,CITY7_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_8
,Survey,,Where You Live and Work,,Address 8-Please provide the following information: ,,7-Previous State/Province - Follow-up,State/Province,SrvLAW_State7FollowUp_v1r0,ST7_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_8
,Survey,,Where You Live and Work,,Address 8-Please provide the following information: ,,7-Previous Zip code - Follow-up,Zip code,SrvLAW_Zip7FollowUp_v1r0,ZIP7_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_8
,Survey,,Where You Live and Work,,Address 8-Please provide the following information: ,,7-Previous Country - Follow-up,Country ,SrvLAW_Country7FU_v1r0,COUNTRY7_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_8
,Survey,,Where You Live and Work,,Address 8-Please provide the following information: ,,Address 8-Please provide the following information: ,Do Not Know 7-Previous,SrvLAW_Prev7DontKnow_v1r0,HOMEADD2_8,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD2_8
,Survey,,Where You Live and Work,,Address 8-Please provide the cross streets of the intersection closest to this address:,,7-Previous Full Street name #1 ,Full Street name #1 ,SrvLAW_StrName8_v1r0,STRNAME8,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_8
,Survey,,Where You Live and Work,,Address 8-Please provide the cross streets of the intersection closest to this address:,,7-Previous Full Street name #2,Full Street name #2,SrvLAW_StrtName8_v1r0,STRTNAME8,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_8
,Survey,,Where You Live and Work,,Address 8-Please provide the cross streets of the intersection closest to this address:,,Address 8-Please provide the cross streets of the intersection closest to this address:,Do Not Know 7-Previous Cross,SrvLAW_Prev7CrDontKnow_v1r0,HOMEADD3_8,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD3_8
,Survey,,Where You Live and Work,,,,"7-Previous Review 8- Within the past 20 years, have you lived anywhere else for at least two years ?",Lived anywhere else at least two years,SrvLAW_HomeAddOth8_v1r0,HOMEADDOTH8,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous Street number,Street number,SrvLAW_StNum8_v1r0,STNUM8,Num,6,,,,,No,Yes,,,,,,2/3/22,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous Full Street name,Full Street name,SrvLAW_FullSt8_v1r0,FULLST8,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,"8-Previous Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_Apt8_v1r0,APT8,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous City ,City ,SrvLAW_City8_v1r0,CITY8,Char,45,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous State/Province,State/Province,SrvLAW_State8_v1r0,ST8,Char,48,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous Zip code,Zip code,SrvLAW_Zip8_v1r0,ZIP8,Num,5,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,8-Previous Country ,Country ,SrvLAW_Country8_v1r0,COUNTRY8,Char,300,,,,,No,Yes,,,,,,,,HOMEADD1_9
,Survey,,Where You Live and Work,,Address 9-Please provide the following information: ,,8-Previous City - Follow-up,City ,SrvLAW_City8FollowUp_v1r0,CITY8_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_9
,Survey,,Where You Live and Work,,Address 9-Please provide the following information: ,,8-Previous State/Province - Follow-up,State/Province,SrvLAW_State8FollowUp_v1r0,ST8_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_9
,Survey,,Where You Live and Work,,Address 9-Please provide the following information: ,,8-Previous Zip code - Follow-up,Zip code,SrvLAW_Zip8FollowUp_v1r0,ZIP8_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_9
,Survey,,Where You Live and Work,,Address 9-Please provide the following information: ,,8-Previous Country - Follow-up,Country ,SrvLAW_Country8FU_v1r0,COUNTRY8_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_9
,Survey,,Where You Live and Work,,Address 9-Please provide the following information: ,,Address 9-Please provide the following information: ,Do Not Know 8-Previous,SrvLAW_Prev8DontKnow_v1r0,HOMEADD2_9,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD2_9
,Survey,,Where You Live and Work,,Address 9-Please provide the cross streets of the intersection closest to this address:,,8-Previous Full Street name #1 ,Full Street name #1 ,SrvLAW_StrName9_v1r0,STRNAME9,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_9
,Survey,,Where You Live and Work,,Address 9-Please provide the cross streets of the intersection closest to this address:,,8-Previous Full Street name #2,Full Street name #2,SrvLAW_Strtname9_v1r0,STRTNAME9,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_9
,Survey,,Where You Live and Work,,Address 9-Please provide the cross streets of the intersection closest to this address:,,Address 9-Please provide the cross streets of the intersection closest to this address:,Do Not Know 8-Previous Cross,SrvLAW_Prev8CrDontKnow_v1r0,HOMEADD3_9,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD3_9
,Survey,,Where You Live and Work,,,,"8 Previous- Review 9- Within the past 20 years, have you lived anywhere else for at least two years ?",Lived anywhere else at least two years,SrvLAW_HomeAddOth9_v1r0,HOMEADDOTH9,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous Street number,Street number,SrvLAW_StNum9_v1r0,STNUM9,Num,6,,,,,No,Yes,,,,,,2/3/22,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous Full Street name,Full Street name,SrvLAW_FullSt9_v1r0,FULLST9,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,"9-Previous Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_Apt9_v1r0,APT9,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous City ,City ,SrvLAW_City9_v1r0,CITY9,Char,45,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous State/Province,State/Province,SrvLAW_State9_v1r0,ST9,Char,48,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous Zip code,Zip code,SrvLAW_Zip9_v1r0,ZIP9,Num,5,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,9-Previous Country ,Country ,SrvLAW_Country9_v1r0,COUNTRY9,Char,300,,,,,No,Yes,,,,,,,,HOMEADD1_10
,Survey,,Where You Live and Work,,Address 10-Please provide the following information: ,,9-Previous City - Follow-up,City ,SrvLAW_City9FollowUp_v1r0,CITY9_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_10
,Survey,,Where You Live and Work,,Address 10-Please provide the following information: ,,9-Previous State/Province - Follow-up,State/Province,SrvLAW_State9FollowUp_v1r0,ST9_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/10/22,,HOMEADD2_10
,Survey,,Where You Live and Work,,Address 10-Please provide the following information: ,,9-Previous Zip code - Follow-up,Zip code,SrvLAW_Zip9FollowUp_v1r0,ZIP9_FOLLOWUP,Num,5,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_10
,Survey,,Where You Live and Work,,Address 10-Please provide the following information: ,,9-Previous Country - Follow-up,Country ,SrvLAW_Country9FU_v1r0,COUNTRY9_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD2_10
,Survey,,Where You Live and Work,,Address 10-Please provide the following information: ,,Address 10-Please provide the following information: ,Do Not Know 9-Previous,SrvLAW_Prev9DontKnow_v1r0,HOMEADD2_10,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD2_10
,Survey,,Where You Live and Work,,Address 10-Please provide the cross streets of the intersection closest to this address:,,9-Previous Full Street name #1 ,Full Street name #1 ,SrvLAW_StrName10_v1r0,STRNAME10,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_10
,Survey,,Where You Live and Work,,Address 10-Please provide the cross streets of the intersection closest to this address:,,9-Previous Full Street name #2,Full Street name #2,SrvLAW_StrtName10_v1r0,STRTNAME10,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,HOMEADD3_10
,Survey,,Where You Live and Work,,Address 10-Please provide the cross streets of the intersection closest to this address:,,Address 10-Please provide the cross streets of the intersection closest to this address:,Do Not Know 9-Previous Cross,SrvLAW_Prev9CrDontKnow_v1r0,HOMEADD3_10,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,HOMEADD3_10
,Survey,,Where You Live and Work,,,,"9-Previous Review 10- Within the past 20 years, have you lived anywhere else for at least two years ?",Lived anywhere else at least two years,SrvLAW_HomeAddOth10_v1r0,HOMEADDOTH10,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,10-Previous Street number,Street number,SrvLAW_StNum10_v1r0,STNUM10,Num,6,,,,,No,Yes,,,,,,2/3/22,,HOMEADD1_11
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,10-Previous Full Street name,Full Street name,SrvLAW_FullSt10_v1r0,FULLST10,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_11
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,"10-Previous Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_Apt10_v1r0,APT10,Char,70,,,,,No,Yes,,,,,,,,HOMEADD1_11
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,10-Previous City ,City ,SrvLAW_City10_v1r0,CITY10,Char,45,,,,,No,Yes,,,,,,,,HOMEADD1_11
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,10-Previous State/Province,State/Province,SrvLAW_State10_v1r0,ST10,Char,48,,,,,No,Yes,,,,,,,,HOMEADD1_11
,Survey,,Where You Live and Work,,Address 11- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,10-Previous Zip code,Zip code,SrvLAW_Zip10_v1r0,ZIP10,Num,5,,,,,No,Yes,,,,,,,,HOMEADD1_11
