Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
121,121,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,497530905,I do not trust the government,,I do not trust the government,RcrtSI_OptOut_v1r0_PrivacyD,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_497530905,Question text also for HdRef_PrivacyB_v1r0,
122,122,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
123,123,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,627995442,I do not trust research/researchers,,I do not trust research/researchers,RcrtSI_OptOut_v1r0_PrivacyE,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_627995442,Question text for HdRef_PrivacyC_v1r0,
124,124,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
125,125,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,208102461,I do not want my information shared with other researchers,,I do not want my information shared with other researchers,RcrtSI_OptOut_v1r0_PrivacyF,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/11/22,Participants Table Nested structure: state_d_706283025_d_208102461,,
126,126,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
127,127,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,579618065,I am worried my information will not be secure or there will be a data breach,,I am worried my information will not be secure or there will be a data breach,RcrtSI_OptOut_v1r0_PrivacyG,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_579618065,,
128,128,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
129,129,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,702433259,"I am worried about data being given to my insurance company/effects on insurance (health, life, other)",,"I am worried about data being given to my insurance company/effects on insurance (health, life, other)",RcrtSI_OptOut_v1r0_PrivacyH,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_702433259,,
130,130,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
131,131,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,771146804,I am worried about data being given to my employer/potential employer,,I am worried about data being given to my employer/potential employer,RcrtSI_OptOut_v1r0_PrivacyI,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_771146804,,
132,132,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
133,133,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,163284008,I am worried that my information could be used to discriminate against me/my family,,I am worried that my information could be used to discriminate against me/my family,RcrtSI_OptOut_v1r0_PrivacyJ,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_163284008,,
134,134,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
135,135,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,387198193,I am worried that my information will be used by others to make a profit,,I am worried that my information will be used by others to make a profit,RcrtSI_OptOut_v1r0_PrivacyK,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,1/6/23,Participants Table Nested structure: state_d_706283025_d_387198193,,
136,136,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
137,137,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,566047367,I have other privacy concerns,,I have other privacy concerns,RcrtSI_OptOut_v1r0_PrivacyL,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_566047367,Question text also for HdRef_PrivacyJ_v1r0,
138,138,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
139,139,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,400259098,I am concerned about COVID-19,,I am concerned about COVID-19,RcrtSI_OptOut_v1r0_Covid,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_400259098,Also Question text for HdRef_COVID_v1r0,
140,140,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
141,141,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,260703126,Refused MyChart Invitation,,Refused MyChart Invitation,RcrtSI_OptOut_v1r0_MyChart,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Master Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_260703126,,
142,142,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
143,143,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,744197145,Person is unable to participate or deceased,,Person is unable to participate or deceased,RcrtSI_OptOut_v1r0_unable,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_744197145,,
144,144,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
145,145,192505768,Recruitment,883203566,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,,,,950040334,Reason not given,,Reason not given,RcrtSI_OptOut_v1r0_none,,Num,1,104430631,0=No,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Participants Table Nested structure: state_d_706283025_d_950040334,Question text also for HdRef_NotGiven_v1r0,
146,146,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
147,147,192505768,Recruitment,883203566,Sign in,,,,,,,875549268,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,,Max number of contacts reached for cycle,RcrtSI_MaxContcts_v1r0,,Num,1,104430631,0=No,,Yes,No,Default will be set to No .,,Recruitment Data Dictionary,Yes,Yes,,Participants Table Not nested (d_875549268),,
148,148,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
149,149,192505768,Recruitment,883203566,Sign in,,,,,,,230663853,Autogenerated flag - Signed-in,,Signed-in,RcrtSI_SignedIn_v1r0,,Num,1,104430631,0=No,,Yes,No,"Default is zero at time token/pin assigned to recruit. For passive recruits both RcrtSI_SignedIn_v1r0 equals 1 and token assigned occur in the same step, which is after selection of site.  Once a passive recruit has a token, all subsequent flags can be populated with the default and updated as the participant proceeds.",,Recruitment Data Dictionary,No,Yes,,Participants Table,,
150,150,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
151,151,192505768,Recruitment,883203566,Sign in,,,,,,,335767902,Autogenerated date/time First Signed-In,,Time first sign-in occurred,RcrtSI_SignTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,Yes if RcrtSI_SignedIn_v1r0 equals 1,No,ISO format to be converted to SAS,,Recruitment Data Dictionary,No,No,2/21/23,Participants Table,,
152,152,192505768,Recruitment,883203566,Sign in,,,,,New,,288972510,Uninvited recruits that have been added to the data frame or made active by mistake,,Uninvited Recruits,RcrtSI_UninvitedRcts_v1r0,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,1/6/23,Participants Table,,
153,153,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
154,154,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,828729648,I do not have a pin,,No PIN,RcrtES_noPIN_v1r0,,Num,1,104430631,0=No,,No,No,"Default is 0, RcrtES_noPIN_v1r0 equals 1 if I do not have a PIN button selected",,Recruitment Data Dictionary,No,Yes,,Participants Table,,removed quotation marks
155,155,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
156,156,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,379080287,Enter your Pin number,,PIN entered,RcrtES_PIN_v1r0,,Char,6,,N/A,,No,No,,,Recruitment Data Dictionary,,,,Participants Table,,
157,157,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,948195369,PIN match - autogenerated when entered PIN matches an active recruit PIN,,PIN match,RcrtES_PINmatch_v1r0,,Num,1,104430631,0=No,,No,No,"Default equals 0 for anyone assigned a PIN, until PIN is entered in PWA. If valid PIN not entered, participant is a passive recruit and RcrtES_PINmatch_v1r0 equals 0.",,Recruitment Data Dictionary,No,Yes,,Participants Table,,
158,158,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
159,159,192505768,Recruitment,214456996,Eligibility Screener,,,,,,,827220437,Healthcare provider,,Site,RcrtES_Site_v1r0,,Num,2,531629870,0 = HealthPartners,,Yes -  if there is not a valid token or PIN,No,The National Cancer Institute is included as a site for testing purposes only.,,Recruitment Data Dictionary,No,No,3/25/21,Participants Table,,
160,160,,,,,,,,,,,,,,,,,,,548392715,1 = Henry Ford Health System,,,,,,,,,,,,
161,161,,,,,,,,,,,,,,,,,,,125001209,2 = Kaiser Permanente Colorado,,,,,,,,,,,,
162,162,,,,,,,,,,,,,,,,,,,327912200,3 = Kaiser Permanente Georgia,,,,,,,,,,,,
163,163,,,,,,,,,,,,,,,,,,,300267574,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,
164,164,,,,,,,,,,,,,,,,,,,452412599,5 = Kaiser Permanente Northwest,,,,,,,,,,,,
165,165,,,,,,,,,,,,,,,,,,,303349821,6 = Marshfield Clinic Health System,,,,,,,,,,,,
166,166,,,,,,,,,,,,,,,,,,,657167265,7 = Sanford Health,,,,,,,,,,,,
167,167,,,,,,,,,,,,,,,,,,,809703864,8 = University of Chicago Medicine,,,,,,,,,,,,
168,168,,,,,,,,,,,,,,,,,,,517700004,9 = National Cancer Institute,,,,,,,,,,,,
169,169,,,,,,,,,,,,,,,,,,,181769837,55 = Other,,,,,,,,,,,,
170,170,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,461488577,Email or text invitation,,Email or text invitation,RcrtES_Aware_v1r0_Email,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
171,171,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
172,172,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,942255248,Letter or brochure in mail,,Letter or brochure in mail,RcrtES_Aware_v1r0_Mail,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
173,173,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
174,174,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,607081902,Invitation through my patient portal (such as MyChart),,Invitation through my patient portal (such as MyChart),RcrtES_Aware_v1r0_Invite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
175,175,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
176,176,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,639721694,Phone call invitation,,Phone call invitation,RcrtES_Aware_v1r0_Phone,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table,,
177,177,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
178,178,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,196856782,Physician or other health care staff,,Physician or other health care staff,RcrtES_Aware_v1r0_Phys,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
179,179,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
180,180,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,177402915,Connect research staff at my health care system,,Connect research staff at my health care system,RcrtES_Aware_v1r0_Staff,,Num,1,104430631,0=No,,No,No,,,Master Data Dictionary,No,No,,Participants Table,,
181,181,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
182,182,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,791389099,News article or press release about Connect,,News article or press release about Connect,RcrtES_Aware_v1r0_News,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
183,183,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
184,184,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,684726272,Health care system newsletter,,Health care system newsletter,RcrtES_Aware_v1r0_HCNews,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
185,185,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
186,186,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,241590841,Health care system website,,Health care system website,RcrtES_Aware_v1r0_HCSite,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
187,187,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
188,188,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,206879104,Connect website on Cancer.gov,,Connect website on Cancer.gov,RcrtES_Aware_v1r0_Web,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
189,189,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
190,190,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,642287621,"Social media post (on Facebook, Twitter, Instagram, or other channels)",,"Social media post (on Facebook, Twitter, Instagram, or other channels)",RcrtES_Aware_v1r0_Social,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
191,191,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
192,192,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,520301146,"Local news, television, or radio station",,"Local news, television, or radio station",RcrtES_Aware_v1r0_TV,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
193,193,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
194,194,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,285130077,Video,,Video,RcrtES_Aware_v1r0_Video,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
195,195,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
196,196,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,549687190,Family or friend,,Family or friend,RcrtES_Aware_v1r0_Family,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
197,197,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
198,198,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,326825649,Another Connect participant,,Another Connect participant,RcrtES_Aware_v1r0_Member,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
199,199,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,
200,200,192505768,Recruitment,214456996,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,,,,819377306,"Poster, flyer, or sign at my health care system",,"Poster, flyer, or sign at my health care system",RcrtES_Aware_v1r0_Poster,,Num,1,104430631,0=No,,No,No,,,Recruitment Data Dictionary,No,No,,Participants Table,,
