conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How many cigars, cigarillos, or little filtered cigars have you smoked in your entire life? ","How many cigars, cigarillos, or little filtered cigars used in life",SrvSAS_CigarsNum_v1r0,CIGAR1,Num,1,,0= 10 or less,,1= 10 or less,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = 11 to 49,,2= 11—49 ,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 50 to 99,,3= 50—99 ,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 100 or more,,4= 100 or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you first smoked a cigars, cigarillos, or little filtered cigars? ","Age first used cigars, cigarillos, or little filtered cigars",SrvSAS_AgeCigarsUseF_v1r0,CIGAR2,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",,Age started using on regular basis,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",SrvSAS_AgeCigarUseFReg_v1r0,REGCIGAR_AGE ,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,CIGAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis",,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis","Age first used cigars, cigarillos, or little filtered cigars on a regular basis, Never smoked",SrvSAS_NeverSmoked_v1r0,CIGAR3,Num,2,,44 = Never,,,,,,,,,,11/23/21,,CIGAR3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Do you smoke cigars, cigarillos, or little filtered cigars now? ","Use cigars, cigarillos, or little filtered cigars now",SrvSAS_UseCigarNow_v1r0,CIGAR4,Num,1,,"0 = No, not at all ",,"1= Yes, every day",No,No,,,,,,11/24/21,,,,
,,,,,,,,,,,,,,"1 = Yes, but rarely",,"2= Yes, some day",,,,,,,,,,,,
,,,,,,,,,,,,,,"2 = Yes, but some days",,"3= Yes, but rarely ",,,,,,,,,,,,
,,,,,,,,,,,,,,"3 = Yes, every day",,"4= No, not at all",,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When was the last time you smoked cigars, cigarillos, or little filtered cigars?","Use cigars, cigarillos, or little filtered cigars now",SrvSAS_UseCigarLast_v1r0,CIGAR5,Num,1,,0=  In the past month ,,1=  In the past month ,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,"1= More than a month ago, but in the past year",,"2= More than a month ago, but in the past year",,,,,,,,,,,,
,,,,,,,,,,,,,,2= More than 1 year ago ,,3= More than 1 year ago ,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On how many of the past 30 days have you smoked cigars, cigarillos, or little filtered cigars? ","Days used cigars, cigarillos, or little filtered cigars past 30 days",SrvSAS_DaysUseCigar_v1r0,CIGAR6,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How many months ago did you last smoke cigars, cigarillos, or little filtered cigars? ","Months ago last used cigars, cigarillos, or little filtered cigars",SrvSAS_LastUseCigarMo_v1r0,CIGAR7,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month - During that time, did you ever smoke cigars, cigarillos, or little filtered cigars every day?","Use cigars, cigarillos, or little filtered cigars every day, months",SrvSAS_CigarsED_v1r0,CIGAR7B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, how many days (1 to 30) did you smoke cigars, cigarillos, or little filtered cigars in a usual month? ","How many days used cigars, cigarillos, or little filtered cigars, usual month",SrvSAS_CigarsNumMo_v1r0,CIGAR7C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you last smoked cigars, cigarillos, or little filtered cigars?","Age last used cigars, cigarillos, or little filtered cigars",SrvSAS_AgeUseCigarL_v1r0,CIGAR8,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used - During that time, did you ever smoke cigars, cigarillos, or little filtered cigars every day?","Use cigars, cigarillos, or little filtered cigars every day, age last used",SrvSAS_AgeUseCigarED_v1r0,CIGAR8C,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used- During that time, how many days (1 to 30) did you smoke cigars, cigarillos, or little filtered cigars in a usual month? ","How many days used cigars, cigarillos, or little filtered cigars, age last used",SrvSAS_CigarsDaysNum_v1r0,CIGAR8D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you [smoke/smoked], how many cigars, cigarillos, or little filtered cigars [do/did] you smoke per day? Please provide the number of cigars, cigarillos, or little filtered cigars, not the number of packs.  ","Number of cigars, cigarillos, or little filtered cigars per day",SrvSAS_CigarsPerDay_v1r0,CIGAR9A,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Did you ever smoke cigars, cigarillos, or little filtered cigars every day? ","Ever use cigars, cigarillos, or little filtered cigars every day",SrvSAS_CigarsUseED_v1r0,CIGAR9B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you stopped smoking cigars, cigarillos, or little filtered cigars every day? ","Age stopped using cigars, cigarillos, or little filtered cigars every day",SrvSAS_AgeStopCigars_v1r0,CIGAR9D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When you were a daily smoker, how many cigars, cigarillos, or little filtered cigars did you smoke per day?","When daily user, number of cigars, cigarillos, or little filtered cigars per day",SrvSAS_EDUseCigarNum_v1r0,CIGAR9C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply. ",,Cigar,Cigar,SrvSAS_Cigars_v1r0,0,Num,1,,0 = No,,1 = No,No,No,,,,,,10/20/21,,CIGAR10,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply. ",,Cigarillo ,Cigarillo ,SrvSAS_Cigarillo_v1r0,1,Num,1,,0 = No,,1 = No,No,No,,,,,,10/20/21,,CIGAR10,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply. ",,Little filtered cigar ,Little filtered cigar ,SrvSAS_FilterCigar_v1r0,2,Num,1,,0 = No,,1 = No,No,No,,,,,,10/20/21,,CIGAR10,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply. ",,Other |__|,"	Other: Please describe",SrvSAS_OtherCigar_v1r0,55,Num,1,,0 = No,,1 = No,No,No,,,,,,10/20/21,,CIGAR10,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use? Select all that apply. ",,"What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use Other Please describe text box","What kind of cigar, cigarillo, or little filtered cigar [do/did] you usually use - Descriptive",SrvSAS_OthCigarDesc_v1r0,CIGAR10OTH,Char,300,,N/A,,N/A,No,,,,,,,11/23/21,,CIGAR10,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X] to age [Y / 17], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, Age [X] to age [Y / 17]",SrvSAS_Cigar17_v1r0,CIGARLIFEA ,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, Age [X / 18] to age [Y / 24]",SrvSAS_Cigar1824_v1r0,CIGARLIFEB,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 25] to age [Y / 29], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 25] to age [Y / 29]",SrvSAS_Cigar2529_v1r0,CIGARLIFEC,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 30] to age [Y / 39 / current age]",SrvSAS_Cigar3039_v1r0,CIGARLIFED,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 40] to age [Y / 49 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 40] to age [Y / 49 / current age]",SrvSAS_Cigar4049_v1r0,CIGARLIFEE,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 50] to age [Y / 59 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 50] to age [Y / 59 / current age]",SrvSAS_Cigar5059_v1r0,CIGARLIFEF,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 60] to age [Y / 69 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 60] to age [Y / 69 / current age]",SrvSAS_Cigar6069_v1r0,CIGARLIFEG,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you smoked when you were age [X / 70] and older, about how many cigars, cigarillos, or little filtered cigars did you smoke per day? ","How many cigars, cigarillos, or little filtered cigars used, [X / 70] and older",SrvSAS_Cigar70_v1r0,CIGARLIFEH,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How many days have you used chewing tobacco, snus, snuff, or dip  in your life?","How many days used chewing tobacco, snus, snuff, or dip used in life",SrvSAS_ChewTobDays_v1r0,CHEW1,Num,1,,0= 10 or less,,1= 10 or less,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = 11 to 49,,2= 11—49 ,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 50 to 99,,3= 50—99 ,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 100 or more,,4= 100 or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you first used chewing tobacco, snus, snuff, or dip? ","Age first used chewing tobacco, snus, snuff, or dip ",SrvSAS_AgeFUseCT_v1r0,CHEW2,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",,Age started using on regular basis,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis ",SrvSAS_AgeUseCTReg_v1r0,REGCHEW_AGE ,Num,2,,N/A,,N/A,No,No,,,,,,10/29/21,,CHEW3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis",,"Age started using chewing tobacco, snus, snuff, or dip on a regular basis","Age started using chewing tobacco, snus, snuff, or dip on a regular basis, Never used",SrvSAS_NeverUseCTReg_v1r0,CHEW3,Num,2,,44 = Never,,,,,,,,,,11/23/21,,CHEW3,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Do you use chewing tobacco, snus, snuff, or dip  now? ","Use chewing tobacco, snus, snuff, or dip  now",SrvSAS_UseCTNow_v1r0,CHEW4,Num,1,,"0 = No, not at all ",,"1= Yes, every day",No,No,,,,,,11/24/21,,,,
,,,,,,,,,,,,,,"1 = Yes, but rarely",,"2= Yes, some day",,,,,,,,,,,,
,,,,,,,,,,,,,,"2 = Yes, but some days",,"3= Yes, but rarely ",,,,,,,,,,,,
,,,,,,,,,,,,,,"3 = Yes, every day",,"4= No, not at all",,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When was the last time you used chewing tobacco, snus, snuff, or dip?","Last used chewing tobacco, snus, snuff, or dip ",SrvSAS_LastUsedCT_v1r0,CHEW5,Num,1,,0=  In the past month ,,1=  In the past month ,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,"1= More than a month ago, but in the past year",,"2= More than a month ago, but in the past year",,,,,,,,,,,,
,,,,,,,,,,,,,,2= More than 1 year ago ,,3= More than 1 year ago ,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On how many of the past 30 days have you used chewing tobacco, snus, snuff, or dip?","Days used chewing tobacco, snus, snuff, or dip in past 30 days ",SrvSAS_DaysUsedCT_v1r0,CHEW6,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How many months ago did you last use chewing tobacco, snus, snuff, or dip?","Months ago last used chewing tobacco, snus, snuff, or dip ",SrvSAS_MoAgoLastUsedCT_v1r0,CHEW7A,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month - During that time, did you ever use chewing tobacco, snus, snuff, or dip  every day?","Use chewing tobacco, snus, snuff, or dip  every day, months",SrvSAS_UseCTED_v1r0,CHEW7B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Month- During that time, how many days (1 to 30) did you use chewing tobacco, snus, snuff, or dip  in a usual month? ","How many days used chewing tobacco, snus, snuff, or dip  every day, usual month",SrvSAS_DaysUsedCTMo_v1r0,CHEW7C,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you last used chewing tobacco, snus, snuff, or dip?","Age last used chewing tobacco, snus, snuff, or dip ",SrvSAS_AgeUseCTLast_v1r0,CHEW8,Num,2,,N/A,,N/A,No,No,,,,,,12/21/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used - During that time, did you ever use chewing tobacco, snus, snuff, or dip  every day?","Use chewing tobacco, snus, snuff, or dip  every day, age last used",SrvSAS_UseCTEDAge_v1r0,CHEW8C,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Age last used- During that time, how many days (1 to 30) did you use chewing tobacco, snus, snuff, or dip  in a usual month?","How many days used chewing tobacco, snus, snuff, or dip  every day, age last used",SrvSAS_NumDaysUseCT_v1r0,CHEW8D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you [use/used] them, what is the total amount of time you [use/used] chewing tobacco, snus, snuff, or dip per day? ","Total amount of time used chewing tobacco, snus, snuff, or dip  per day",SrvSAS_TmUsedCT_v1r0,CHEW9A,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"Did you ever use chewing tobacco, snus, snuff, or dip  every day?","Ever use chewing tobacco, snus, snuff, or dip  every day",SrvSAS_UseCTEveryday_v1r0,CHEW9B,Num,1,,0 = No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"How old were you when you stopped using chewing tobacco, snus, snuff, or dip  every day? ","Age stopped using chewing tobacco, snus, snuff, or dip  every day",SrvSAS_AgeStopUseCT_v1r0,CHEW9D,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When you were a daily user of chewing tobacco, snus, snuff, or dip, what is the total amount of time you used them per day?","Total amount of time used chewing tobacco, snus, snuff, or dip  per day when daily user",SrvSAS_TotTmUseCT_v1r0,CHEW9C,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"What brand of chewing tobacco, snus, snuff, or dip [do/did] you use most often?","Brand of chewing tobacco, snus, snuff, or dip",SrvSAS_CTBrand_v1r0,CHEW10,Char,2,,N/A,,N/A,No,No,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X] to age [Y / 17], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, Age [X] to age [Y / 17]",SrvSAS_CTTime17_v1r0,CHEWLIFEA,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 18] to age [Y / 24], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, Age [X / 18] to age [Y / 24]",SrvSAS_CTTime1824_v1r0,CHEWLIFEB,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 25] to age [Y / 29], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, [X / 25] to age [Y / 29]",SrvSAS_CTTime_2529_v1r0,CHEWLIFEC,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, [X / 30] to age [Y / 39 / current age]",SrvSAS_CTTime3039_v1r0,CHEWLIFED,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, [X / 40] to age [Y / 49 / current age]",SrvSAS_CTTime4049_v1r0,CHEWLIFEE,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2= 15 minutes to 30 minutes,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3= 30 minutes to 1 hour,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4= 1 to 2 hours,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5= More than 2 hours,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you used them per day?  ","How much time chewing tobacco, snus, snuff, or dip  used, [X / 50] to age [Y / 59 / current age]",SrvSAS_CTTime5059_v1r0,CHEWLIFEF,Num,1,,0= 15 minutes or less,,1= 15 minutes or less,No,No,,,,,,2/28/22,,,,
