conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Format/Value,conceptId,Old Quest Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,Quest_Src Question,
,Recruitment,,Sign in,706283025,Reasons for opt-out request. (Select all that apply),,Reason not given,Reason not given,RcrtSI_OptOut_v1r0_none,,Num,1,,0=No,,,No,No,For use by those recording opt-out requests via phone (e.g. NORC helpdesk).  If a form option is ever created for participants to fill out the list will be reduced.,,Recruitment Data Dictionary,Yes,Yes,10/21/21,Question text also for HdRef_NotGiven_v1r0,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Sign in,,,,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,Max number of contacts reached for cycle,RcrtSI_MaxContcts_v1r0,,,,,0=No,,,Yes,No,"Default will be set to """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""No""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""  when an eligible participant becomes an active recruit. When the Recruitment SOP annual maximum number of pre-consent contact attempts reached send a """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Yes"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" for that variable through to  submitParticipantsData API call.  Such updates can be made in real-time or in weekly batches.",,Recruitment Data Dictionary,Yes,Yes,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Sign in,,,,Autogenerated flag - Signed-in,Signed-in,RcrtSI_SignedIn_v1r0,,Num,1,,0=No,,,Yes,No,"Default is zero at time token/pin assigned to recruit. For passive recruits both RcrtSI_SignedIn_v1r0 equals 1 and token assigned occur in the same step, which is after selection of site.  Once a passive recruit has a token, all subsequent flags can be populated with the default and updated as the participant proceeds.",,Recruitment Data Dictionary,No,Yes,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Sign in,,,,Autogenerated date/time - Signed-in,Time sign-in occurred,RcrtSI_SignTime_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if RcrtSI_SignedIn_v1r0 equals 1,No,ISO format to be converted to SAS,,Recruitment Data Dictionary,No,No,3/26/21,,,
,Recruitment,,Eligibility Screener,,,,I do not have a pin,No PIN,RcrtES_noPIN_v1r0,,Num,1,,0=No,,,No,No,"Default is 0, RcrtES_noPIN_v1r0 equals 1 if I do not have a PIN"" button selected",,Recruitment Data Dictionary,No,Yes,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,,,,Enter your Pin number,PIN entered,RcrtES_PIN_v1r0,,Char,6,,N/A,,,No,No,,,Recruitment Data Dictionary,,,,,,
,Recruitment,,Eligibility Screener,,,,PIN match - autogenerated when entered PIN matches an active recruit PIN,PIN match,RcrtES_PINmatch_v1r0,,Num,1,,0=No,,,No,No,"Default equals 0 for anyone assigned a PIN, until PIN is entered in PWA. If valid PIN not entered, participant is a passive recruit and RcrtES_PINmatch_v1r0 equals 0.",,Recruitment Data Dictionary,No,Yes,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,,,,Healthcare provider,Site,RcrtES_Site_v1r0,,Num,2,,0 = HealthPartners,,,Yes -  if there is not a valid token or PIN,No,The National Cancer Institute is included as a site for testing purposes only.,,Recruitment Data Dictionary,No,No,3/25/21,,,
,,,,,,,,,,,,,,1 = Henry Ford Health System,,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Kaiser Permanente Colorado,,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = Kaiser Permanente Georgia,,,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Kaiser Permanente Hawaii,,,,,,,,,,,,,
,,,,,,,,,,,,,,5 = Kaiser Permanente Northwest,,,,,,,,,,,,,
,,,,,,,,,,,,,,6 = Marshfield Clinic Health System,,,,,,,,,,,,,
,,,,,,,,,,,,,,7 = Sanford Health,,,,,,,,,,,,,
,,,,,,,,,,,,,,8 = University of Chicago Medicine,,,,,,,,,,,,,
,,,,,,,,,,,,,,9 = National Cancer Institute,,,,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Email or text invitation,Email or text invitation,RcrtES_Aware_v1r0_Email,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Letter or brochure in mail,Letter or brochure in mail,RcrtES_Aware_v1r0_Mail,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Invitation through my patient portal (such as MyChart),Invitation through my patient portal (such as MyChart),RcrtES_Aware_v1r0_Invite,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Phone call invitation,Phone call invitation,RcrtES_Aware_v1r0_Phone,,Num,1,,0=No,,,No,No,,,Master Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Physician or other health care staff,Physician or other health care staff,RcrtES_Aware_v1r0_Phys,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Connect research staff at my health care system,Connect research staff at my health care system,RcrtES_Aware_v1r0_Staff,,Num,1,,0=No,,,No,No,,,Master Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,News article or press release about Connect,News article or press release about Connect,RcrtES_Aware_v1r0_News,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Health care system newsletter,Health care system newsletter,RcrtES_Aware_v1r0_HCNews,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Health care system website,Health care system website,RcrtES_Aware_v1r0_HCSite,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Connect website on Cancer.gov,Connect website on Cancer.gov,RcrtES_Aware_v1r0_Web,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,"Social media post (on Facebook, Twitter, Instagram, or other channels)","Social media post (on Facebook, Twitter, Instagram, or other channels)",RcrtES_Aware_v1r0_Social,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,"Local news, television, or radio station","Local news, television, or radio station",RcrtES_Aware_v1r0_TV,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Video,Video,RcrtES_Aware_v1r0_Video,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Family or friend,Family or friend,RcrtES_Aware_v1r0_Family,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Another Connect participant,Another Connect participant,RcrtES_Aware_v1r0_Member,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,"Poster, flyer, or sign at my health care system","Poster, flyer, or sign at my health care system",RcrtES_Aware_v1r0_Poster,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Connect table at public event,Connect table at public event,RcrtES_Aware_v1r0_Table,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Recorded message,Recorded message,RcrtES_Aware_v1r0_Hold,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Eligibility Screener,142654897,How did you hear about this study? (Select all that apply),,Other- Recruitment,Other,RcrtES_Aware_v1r0_Other,,Num,1,,0=No,,,No,No,,,Recruitment Data Dictionary,No,No,1/31/22,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Consent,,,,HIPAA Version,HIPAA Version,RcrtCS_HIPAAVer_v1r0,,Char,11,,N/A,,,Yes,No,Other version codes to be added as needed.,,"Recruitment, Study Manager",No,No,,,,
,Recruitment,,Consent,,,,HIPAA Authorization,HIPAA Authorization,RcrtCS_HIPAAAuth_v1r0,,Num,1,,0 = No,,,Yes,No,,,"Recruitment, Study Manager",No,No,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Recruitment,,Consent,,,,Autogenerated date/time stamp for HIPAA Authorization,Date/Time of HIPAA Authorization,RcrtCS_HIPAAAuthDt_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if RcrtCS_HIPAAAuth_v1r0 equals 1,No,ISO to be converted to SAS format,,"Recruitment, Study Manager",No,No,3/26/21,,,
,Recruitment,,Consent,,,,Consent Version,Consent Version,RcrtCS_Version_v1r0,,Char,11,,N/A,,,Yes,No,Other version codes to be added as needed.,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Consent,,,,First Name extracted from consent form,First Name,RcrtCS_Fname_v1r0,,Char,50,,N/A,,,Yes,Yes,Legal first name for all non-KP sites. For KP sites it is their ID card name.,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Consent,,,,Last Name extracted from consent form,Last Name,RcrtCS_Lname_v1r0,,Char,50,,N/A,,,Yes,Yes,Legal last name for all non-KP sites. For KP sites it is their ID card name.,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Consent,,,,Middle Name extracted from consent form,Middle Name,RcrtCS_Mname_v1r0,,Char,50,,N/A,,,No,Yes,Legal middle name for all non-KP sites. For KP sites it is their ID card name.,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Consent,,,,Suffix- Consent,Suffix,RcrtCS_Suffix_v1r0,,Num,1,,0=Jr.,,,No,No,Additional options may be added later.,,Recruitment Data Dictionary,No,No,2/11/22,,,
,,,,,,,,,,,,,,1=Sr.,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=I,,,,,,,,,,,,,
,,,,,,,,,,,,,,3=II,,,,,,,,,,,,,
,,,,,,,,,,,,,,4=III,,,,,,,,,,,,,
,,,,,,,,,,,,,,5=2nd,,,,,,,,,,,,,
,,,,,,,,,,,,,,6=3rd,,,,,,,,,,,,,
,Recruitment,,Consent,,,,Consent Date autogenerated when consent form submitted,Participant Consent Date,RcrtCS_Pdate_v1r0,,Date,8,,yyyymmdd,,,Deprecated,No,"Variable deprecated on 1/11/22 (see prep meeting notes from that date). ISO time stamps are being used to populated forms instead. Variable will remain in prod, but is no longer in use.",,Recruitment Data Dictionary,No,No,1/18/22,,,
,Recruitment,,Consent,,,,Autogenerated date/time stamp for creation of derived completion time variables.,Time consent submitted,RcrtCS_ConsentSumit_v1r0,,ISO,24,,example: 2020-07-17T15:21:26.763Z,,,Yes if RcrtCS_Consented_v1r0 equals 1,No,ISO to be converted to SAS format,,Recruitment Data Dictionary,No,No,3/26/21,,,
,Recruitment,,Consent,,,,Autogenerated flag -  when consent form submitted,Consent submitted,RcrtCS_Consented_v1r0,,Num,1,,0=No,,,Yes,No,Default automatically set to equal 0 when PIN/Token assigned.,,"Recruitment Data Dictionary, Biospecimen Research",No,Yes,,,,
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,,
,Recruitment,,Post-consent,,,,Firebase authentication userid,Account UserID,uid,,Char,240,,N/A,,,Yes,Yes,,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Post-consent,,,,Firebase authentication email,Account Email,email,,Char,120,,N/A,,,Yes if no phone,Yes,,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Post-consent,,,,Firebase authentication phone,Account phone,phoneNumber,,Num,10,,N/A,,,Yes if no email,Yes,,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Post-consent,,,,Firebase authentication first and last name,Account Name,displayName,,Char,50,,N/A,,,Yes,Yes,,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,Post-consent,,,,Firebase authentication sign-in mechanism,Account Sign-in Mechanism,RcrtPC_Acnt_SignIn_v1r0,,Num,1,,0 = google.com,,,Yes,Yes,,,Recruitment Data Dictionary,No,No,6/1/21,,,
,,,,,,,,,,,,,,1 = password,,,,,,,,,,,,,
,,,,,,,,,,,,,,2 = phone,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,First Name,First Name,RcrtUP_Fname_v1r0,,Char,50,,N/A,,,Yes,Yes,"Populated from RcrtCS_Fname_v1r0, cannot be edited until after verification.",,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Middle Name,Middle Name,RcrtUP_Mname_v1r0,,Char,1,,N/A,,,No,Yes,"Populated from RcrtCS_Mname_v1r0, cannot be edited until after verification.",,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Last Name,Last Name,RcrtUP_Lname_v1r0,,Char,50,,N/A,,,Yes,Yes,"Populated from RcrtCS_Lname_v1r0, cannot be edited until after verification.",,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Suffix- User Profile,Suffix,RcrtUP_Suffix_v1r0,,Num,1,,0=Jr.,,,No,No,Populated from RcrtCS_Suffix_v1r0. Additional options may be added later.,,Recruitment Data Dictionary,No,No,2/11/22,Question text same as RcrtCS_Suffix_v1r0,,
,,,,,,,,,,,,,,1=Sr.,,,,,,,,,,,,,
,,,,,,,,,,,,,,2=I,,,,,,,,,,,,,
,,,,,,,,,,,,,,3=II,,,,,,,,,,,,,
,,,,,,,,,,,,,,4=III,,,,,,,,,,,,,
,,,,,,,,,,,,,,5=2nd,,,,,,,,,,,,,
,,,,,,,,,,,,,,6=3rd,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,What is your preferred first name?,Preferred Name,RcrtUP_PrefName_v1r0,,Char,50,,N/A,,,No,Yes,Collected in user profile.  Displayed on check-in screens for Biospecimens.,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Birth Month,Birth Month,RcrtUP_MOB_v1r0,,Month,2,,mm,,,Yes,Yes,Variable will be populated by a drop down menu with values from 1 to 12,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,User Profile,,,,Birth Day,Birth Day,RcrtUP_BD_v1r0,,Day,2,,dd,,,Yes,Yes,"Variable will be populated by a drop down with values from 1 to 31.  DOB is being saved for the derived single date variable that will be created from MOB, BD and YOB.",,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,User Profile,,,,Birth Year,Birth Year,RcrtUP_YOB_v1r0,,Year,4,,yyyy,,,Yes,Yes,Field will require a 4 digit response.,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,User Profile,,,,"Date of Birth derived from concatenating: RcrtUP_MOB_v1r0, RcrtUP_BD_v1r0, RcrtUP_YOB_v1r0",Date of Birth,RcrtUP_DOB_v1r0,,Date,8,,yyyymmdd,,,Yes,Yes,,,"Recruitment Data Dictionary, Biospecimen Clinical, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Age derived from DOB at time of user profile completion.,User Profile derived age,RcrtUP_Age_v1r0,,Num,3,,N/A,,,Yes,No,,,Recruitment Data Dictionary,No,No,,,,
,Recruitment,,User Profile,,,,Mobile phone,Mobile phone,RcrtUP_Mobile_v1r0,,Num,10,,N/A,,,Yes if no other phone number given,Yes,"Type and length are based on a numbers only format, no dashes",,"Recruitment Data Dictionary, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Can we leave voicemail at this number?- Mobile,Mobile voicemail,RcrtUP_MobileVM_V1R0,,Num,1,,0 = No,,,No,No,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,1/31/22,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,Can we text this number?,Text,RcrtUP_MobileTxt_V1R0,,Num,1,,0 = No,,,Yes,No,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,Home phone,Home phone,RcrtUP_Home_v1r0,,Num,10,,N/A,,,"Yes, if no other phone number given",Yes,"Type and length are based on a numbers only format, no dashes",,"Recruitment Data Dictionary, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Can we leave voicemail at this number?- Home,Home voicemail,RcrtUP_HomeVM_v1r0,,Num,1,,0 = No,,,No,No,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,1/31/22,Question text also for RcrtUP_MobileVM_V1R0,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,Other phone,Other phone,RcrtUP_OtherPhone_v1r0,,Num,10,,N/A,,,"Yes, if no other phone number given",Yes,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,,,
,Recruitment,,User Profile,,,,Can we leave voicemail at this number?- Other,Other voicemail,RcrtUP_OtherVM_v1r0,,Num,1,,0 = No,,,No,No,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,1/31/22,Question text also for RcrtUP_HomeVM_v1r0 and RcrtUP_MobileVM_V1r0,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,
,Recruitment,,User Profile,,,,Preferred Email,Preferred email,RcrtUP_PreEmail_v1r0,,Char,120,,N/A,,,Yes,Yes,,,"Recruitment Data Dictionary, Biospecimen Research",No,No,,,,
