,Primary Source,,Secondary Source,,Source Question,,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,,,,Old Quest Value,,Connect Value,Required,PII,,Notes,,,,,,,Date added or modified,,,QuestID - radio button or multi-answer format questions questions.,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Why did you take baby or low-dose aspirin (81 mg or less)? Select all that apply.,,Headaches/migraine,Headaches/migraine,SrvMRE_Headache_v1r0,4,Num,2,,,,2=No,,0 = No,No,No,,Only display if PAINREL1 = 0,,,,,,,7/8/21,,,PAINREL7_1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,,,,,Why did you take regular or extra strength aspirin? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 1,,,,,,,,,,PAINREL7_2,
,,,,,Why did you take ibuprofen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 2,,,,,,,,,,PAINREL7_3,
,,,,,Why did you take acetaminophen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 3,,,,,,,,,,PAINREL7_4,
,,,,,Why did you take naproxen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 4,,,,,,,,,,PAINREL7_5,
,,,,,Why did you take Celebrex (celecoxib)? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 5,,,,,,,,,,PAINREL7_6,
,,,,,Why did you take prescription pain relievers containing opioids? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 6,,,,,,,,,,PAINREL7_7,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Why did you take baby or low-dose aspirin (81 mg or less)? Select all that apply.,,"Illness, cold/flu, fever","Illness, cold/flu, fever",SrvMRE_Illness_v1r0,5,Num,2,,,,2=No,,0 = No,No,No,,Only display if PAINREL1 = 0,,,,,,,7/8/21,,,PAINREL7_1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,,,,,Why did you take regular or extra strength aspirin? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 1,,,,,,,,,,PAINREL7_2,
,,,,,Why did you take ibuprofen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 2,,,,,,,,,,PAINREL7_3,
,,,,,Why did you take acetaminophen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 3,,,,,,,,,,PAINREL7_4,
,,,,,Why did you take naproxen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 4,,,,,,,,,,PAINREL7_5,
,,,,,Why did you take Celebrex (celecoxib)? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 5,,,,,,,,,,PAINREL7_6,
,,,,,Why did you take prescription pain relievers containing opioids? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 6,,,,,,,,,,PAINREL7_7,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Why did you take baby or low-dose aspirin (81 mg or less)? Select all that apply.,,"Muscle or joint pain, joint or bone injuries, sprains, or strains","Muscle or joint pain, joint or bone injuries, sprains, or strains",SrvMRE_MusclePain_v1r0,6,Num,2,,,,2=No,,0 = No,No,No,,Only display if PAINREL1 = 0,,,,,,,7/8/21,,,PAINREL7_1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,,,,,Why did you take regular or extra strength aspirin? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 1,,,,,,,,,,PAINREL7_2,
,,,,,Why did you take ibuprofen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 2,,,,,,,,,,PAINREL7_3,
,,,,,Why did you take acetaminophen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 3,,,,,,,,,,PAINREL7_4,
,,,,,Why did you take naproxen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 4,,,,,,,,,,PAINREL7_5,
,,,,,Why did you take Celebrex (celecoxib)? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 5,,,,,,,,,,PAINREL7_6,
,,,,,Why did you take prescription pain relievers containing opioids? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 6,,,,,,,,,,PAINREL7_7,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Why did you take baby or low-dose aspirin (81 mg or less)? Select all that apply.,,Toothache,Toothache,SrvMRE_Toothache_v1r0,7,Num,2,,,,2=No,,0 = No,No,No,,Only display if PAINREL1 = 0,,,,,,,7/8/21,,,PAINREL7_1,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,,,,,Why did you take regular or extra strength aspirin? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 1,,,,,,,,,,PAINREL7_2,
,,,,,Why did you take ibuprofen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 2,,,,,,,,,,PAINREL7_3,
,,,,,Why did you take acetaminophen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 3,,,,,,,,,,PAINREL7_4,
,,,,,Why did you take naproxen? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 4,,,,,,,,,,PAINREL7_5,
,,,,,Why did you take Celebrex (celecoxib)? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 5,,,,,,,,,,PAINREL7_6,
,,,,,Why did you take prescription pain relievers containing opioids? Select all that apply.,,,,,,,,,,,,,,,,,Only display if PAINREL1 = 6,,,,,,,,,,PAINREL7_7,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Did you ever use prescription pain relievers that contain opioids in any way not directed by a doctor? This might include using them without a prescription, using more than directed, or using them more often or for a longer time than directed. Please remember that we protect your privacy. We remove information that can identify you from your survey answers before we share them with researchers",Ever use prescriptoin pain not directed by doctor,SrvMRE_OpioidMisuse_v1r0,PAINREL8,Num,2,,,,1= Never,,0= No,No,No,,,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2= Sometimes,,1= Sometimes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= Often,,2= Often,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= Prefer not to answer,,99= Declined,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Cholesterol and Blood Pressure (Hypertension) Medications- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,Statins/cholesterol or lipid lowering drugs,Statins/cholesterol or lipid lowering drugs,SrvMRE_Statins_v1r0,0,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,CHOLHTN,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Cholesterol and Blood Pressure (Hypertension) Medications- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,Anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),Anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),SrvMRE_AntiHypertens_v1r0,1,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,CHOLHTN,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Cholesterol and Blood Pressure (Hypertension) Medications- Have you ever taken any of these medications at least 4 times a month for 6 months or longer? Select all that apply.,,None of the above,None of the above,SrvMRE_NoHypCholMed_v1r0,88,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,CHOLHTN,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking statins/cholesterol or lipid lowering drugs, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,statins/cholesterol or lipid lowering drugs days per week,SrvMRE_StatinsWk_v1r0,CHOLHTN2_1WK,Num,2,,,,N/A,,N/A,No,No,,Only display if CHOLHTN = 0,,,,,,,10/8/21,,,CHOLHTN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking statins/cholesterol or lipid lowering drugs, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,statins/cholesterol or lipid lowering drugs days per month,SrvMRE_StatinsMo_v1r0,CHOLHTN2_1MO,Num,2,,,,N/A,,N/A,No,No,,Only display if CHOLHTN = 0,,,,,,,10/8/21,,,CHOLHTN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking anti-hypertensive medication/drugs used to treat hypertension (high blood pressure), about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,anti-hypertensive medication/drugs used to treat hypertension (high blood pressure) days per week,SrvMRE_AntiHypertensWk_v1r0,CHOLHTN2_2WK,Num,2,,,,N/A,,N/A,No,No,,Only display if CHOLHTN = 1,,,,,,,10/8/21,,,CHOLHTN2_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking anti-hypertensive medication/drugs used to treat hypertension (high blood pressure), about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,anti-hypertensive medication/drugs used to treat hypertension (high blood pressure) days per month,SrvMRE_AntiHypertensMo_v1r0,CHOLHTN2_2MO,Num,2,,,,N/A,,N/A,No,No,,Only display if CHOLHTN = 1,,,,,,,10/8/21,,,CHOLHTN2_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day statins/cholesterol or lipid lowering drugs,,# Pills per day,Pills per day statins/cholesterol or lipid lowering drugs,SrvMRE_StatinsPills_v1r0,CHOLHTN3_1A,Num,3,,,,N/A,,,No,No,,Only display if CHOLHTN = 0,,,,,,,10/25/21,,,CHOLHTN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day statins/cholesterol or lipid lowering drugs,,Pills per day statins/cholesterol or lipid lowering drugs,"Pills per day statins/cholesterol or lipid lowering drugs, don't know",SrvMRE_StatinsPillsDK_v1r0,CHOLHTN3_1,Num,2,,,,Don't know,,77 = Unavailable/Unknown,N/A,No,,Only display if CHOLHTN = 0,,,,,,,10/5/21,,,CHOLHTN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),,# Pills per day,Pills per day anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),SrvMRE_AntiHypPills_v1r0,CHOLHTN3_2A,Num,3,,,,N/A,,,No,No,,Only display if CHOLHTN = 1,,,,,,,10/25/21,,,CHOLHTN3_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Pills per day anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),,Pills per day anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),"Pills per day anti-hypertensive medication/drugs used to treat hypertension (high blood pressure), don't know",SrvMRE_AntiHypPillsDK_v1r0,CHOLHTN3_2,Num,2,,,,Don't know,,77 = Unavailable/Unknown,N/A,No,,Only display if CHOLHTN = 1,,,,,,,10/5/21,,,CHOLHTN3_2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take statins/cholesterol or lipid lowering drugs?,# Years took statins/cholesterol or lipid lowering drugs,SrvMRE_StatinsYr_v1r0,CHOLHTN4_1,Num,2,,,,N/A,,,No,No,,Only display if CHOLHTN = 0,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take anti-hypertensive medication/drugs used to treat hypertension (high blood pressure)?,# Years took anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),SrvMRE_AntiHypYr_v1r0,CHOLHTN4_2,Num,2,,,,N/A,,,No,No,,Only display if CHOLHTN = 1,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took statins/cholesterol or lipid lowering drugs?,Last time took statins/cholesterol or lipid lowering drugs,SrvMRE_StatinsTime_v1r0,CHOLHTN5_1,Num,2,,,,1 = In the past month,,0 = In the past month,No,No,,Only display if CHOLHTN = 0,,,,,,,,,,,
,,,,,,,,,,,,,,,,"2 =More than a month ago, but in the past year",,"1 =More than a month ago, but in the past year",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 =More than 1 year ago,,2 =More than 1 year ago,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took anti-hypertensive medication/drugs used to treat hypertension (high blood pressure)?,Last time took anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),SrvMRE_AntiHypTime_v1r0,CHOLHTN5_2,Num,2,,,,1 = In the past month,,0 = In the past month,No,No,,Only display if CHOLHTN = 1,,,,,,,,,,,
,,,,,,,,,,,,,,,,"2 =More than a month ago, but in the past year",,"1 =More than a month ago, but in the past year",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 =More than 1 year ago,,2 =More than 1 year ago,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years ago did you last take statins/cholesterol or lipid lowering drugs?,Years ago last took statins/cholesterol or lipid lowering drugs,SrvMRE_StatinsYL_v1r0,CHOLHTN6_1,Num,2,,,,N/A,,,No,No,,Only display if CHOLHTN = 0,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years ago did you last take anti-hypertensive medication/drugs used to treat hypertension (high blood pressure)?,Years ago last took anti-hypertensive medication/drugs used to treat hypertension (high blood pressure),SrvMRE_AntiHypYL_v1r0,CHOLHTN6_2,Num,2,,,,N/A,,,No,No,,Only display if CHOLHTN = 1,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Have you ever taken metformin (such as Glucophage, Glumetza, Riomet, Fortamet, or Glucophage XR) at least 4 times a month for 6 months or longer?","Ever took metformin (such as Glucophage, Glumetza, Riomet, Fortamet, or Glucophage XR)",SrvMRE_Metformin_v1r0,METFOR,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking metformin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,Metformin days per week,SrvMRE_MetforminWk_v1r0,METFOR2_1WK,Num,2,,,,N/A,,N/A,No,No,,METFOR= 1,,,,,,,10/8/21,,,METFOR2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking metformin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,Metformin days per month,SrvMRE_MetforminMo_v1r0,METFOR2_1MO,Num,2,,,,N/A,,N/A,No,No,,METFOR= 1,,,,,,,10/8/21,,,METFOR2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Metformin milligrams ,,# Pills per day,Metformin milligrams,SrvMRE_MetforminMg_v1r0,METFOR3_1A,Num,3,,,,N/A,,,No,No,,METFOR= 1,,,,,,,10/25/21,,,METFOR3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Metformin milligrams ,,Metformin milligrams ,Metformin milligrams don't know,SrvMRE_MetforminMgDK_v1r0,METFOR3_1,Num,2,,,,N/A,,77 = Unavailable/Unknown,No,No,,METFOR= 1,,,,,,,10/5/21,,,METFOR3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take metformin?,# Years  took Metformin,SrvMRE_MetforminYr_v1r0,METFOR4_1,Num,2,,,,N/A,,,No,No,,METFOR= 1,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took metformin?,Last took metformin,SrvMRE_MetforminTime_v1r0,METFOR5_1,Num,2,,,,1 = In the past month,,0 = In the past month,No,No,,METFOR= 1,,,,,,,,,,,
,,,,,,,,,,,,,,,,"2 =More than a month ago, but in the past year",,"1 =More than a month ago, but in the past year",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 =More than 1 year ago,,2 =More than 1 year ago,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take metformin?,Metformin years last took,SrvMRE_MetforminYA_v1r0,METFOR6_1,Num,2,,,,N/A,,,No,No,,METFOR= 1,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Have you ever taken insulin at least 4 times a month for 6 months or longer?,Have you ever taken insulin at least 4 times a month for 6 months or longer,SrvMRE_Insulin_v1r0,INSULIN,Num,2,,,,2=No,,0 = No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1 = Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking Insulin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per week,Insulin days per week,SrvMRE_InsulinWk_v1r0,INSULIN2_1WK,Num,2,,,,N/A,,N/A,No,No,,INSULIN= 1,,,,,,,10/8/21,,,INSULIN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"During the time(s) that you were taking Insulin, about how many days per week OR per month did you take it? Please choose whichever makes the most sense for you.",,Days per month,Insulin days per month,SrvMRE_InsulinMo_v1r0,INSULIN2_1MO,Num,2,,,,N/A,,N/A,No,No,,INSULIN= 1,,,,,,,10/8/21,,,INSULIN2_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On the days that you took insulin, about how many units did you take per day, on most days?",,# Pills per day,Insulin units,SrvMRE_InsulinUnits_v1r0,INSULIN3_1A,Num,3,,,,N/A,,,No,No,,INSULIN= 1,,,,,,,10/25/21,,,INSULIN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On the days that you took insulin, about how many units did you take per day, on most days?",,"On the days that you took insulin, about how many units did you take per day, on most days?","Insulin units, don't know",SrvMRE_InsulinUnitsDK_v1r0,INSULIN3_1,Num,3,,,,Don't know,,77 = Unavailable/Unknown,N/A,No,,INSULIN= 1,,,,,,,10/5/21,,,INSULIN3_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On the days that you took insulin, what concentration did you take?",,"On the days that you took insulin, what concentration did you take?",Insulin concentration,SrvMRE_InsulinConc_v1r0,INSULIN4_1A,Num,2,,,,1= 000 unit per ml,,0= 100 unit per ml,No,No,,INSULIN= 1,,,,,,,10/5/21,,,INSULIN4_1A,
,,,,,,,,,,,,,,,,2= 400 unit per ml,,1= 500 unit per ml,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= Don't know,,77= Unavailable/Unknown,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= Other: Please describe,,55 =  Other |__|,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"On the days that you took insulin, what concentration did you take?",,"On the days that you took insulin, what concentration did you take: [text box]",Insulin concentration - Descriptive,SrvMRE_InsulinConcDesc_v1r0,INSULIN4_1,Char,300,,,,No,,,No,,,,,,,,,,10/8/21,,,INSULIN4_1A,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,About how many years did you take Insulin?,# Years took Insulin,SrvMRE_InsulinYr_v1r0,INSULIN5_1,Num,2,,,,N/A,,,No,No,,INSULIN= 1,,,,,,,11/10/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,When was the last time you took Insulin?,Last took Insulin,SrvMRE_InsulinTime_v1r0,INSULIN6_1,Num,2,,,,1 = In the past month,,0 = In the past month,No,No,,INSULIN= 1,,,,,,,,,,,
,,,,,,,,,,,,,,,,"2 =More than a month ago, but in the past year",,"1 =More than a month ago, but in the past year",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 =More than 1 year ago,,2 =More than 1 year ago,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many years ago did you last take Insulin?,Insulin years last took,SrvMRE_InsulinYA_v1r0,INSULIN7_1,Num,2,,,,N/A,,,No,No,,INSULIN= 1,,,,,,,11/10/21,,,,
